english_name,chinese_name,district_code,district_en,district_zh,gazette_date,gazette_notice,gazette_date_raw
PUN SHAN STREET,半山街,TW,Tsuen  Wan,荃灣,1962-11-23,2378,22973
PUNG LOI AVENUE,蓬萊徑,SK,Sai  Kung,西貢,1999-05-28,2982,36308
PUNG LOI ROAD,蓬萊路,SK,Sai  Kung,西貢,1999-05-28,2982,36308
PURVES ROAD,包華士道,WC,Wan  Chai,灣仔,1954-06-25,765,19900
QUARRY BAY STREET,鰂魚涌街,E,Eastern,東區,1972-12-22,3261,26655
QUEEN ELIZABETH HOSPITAL PATH,伊利沙伯醫院徑,YTM,Yau Tsim Mong,油尖旺,2008-10-10,7003,39731
QUEEN ELIZABETH HOSPITAL ROAD,伊利沙伯醫院路,YTM,Yau Tsim Mong,油尖旺,2008-10-10,7003,39731
QUEEN'S ROAD EAST,皇后大道東,WC,Wan  Chai,灣仔,1949-03-25,297,17982
QUEEN'S ROAD EAST,皇后大道東,WC,Wan  Chai,灣仔,1968-01-26,185,24863
QUEEN'S ROAD WEST,皇后大道西,C&W,Central  &  Western,中西區,1887-07-16,296,16/7/1887
QUEEN'S ROAD WEST,皇后大道西,C&W,Central  &  Western,中西區,1887-07-16,296,16/7/1887
QUEEN'S ROAD WEST,皇后大道西,C&W,Central  &  Western,中西區,1887-07-16,296,16/7/1887
QUEENSWAY,金鐘道,C&W-WC,Central  &  Western / Wan  Chai,中西區 / 灣仔,1968-01-26,185,24863
RAILWAY APPROACH,順風道,YTM,Yau Tsim Mong,油尖旺,1976-03-05,528,27824
RAZOR HILL ROAD,碧翠路,SK,Sai  Kung,西貢,1984-08-31,2607,30925
RECLAMATION STREET,新填地街,YTM,Yau Tsim Mong,油尖旺,1930-01-17,39,10975
RED HILL ROAD,紅山道,S,Southern,南區,1964-08-21,2339,23610
REHAB PATH,復康徑,KT,Kwun Tong,觀塘,1981-12-11,3683,29931
REHAB PATH,復康徑,KT,Kwun Tong,觀塘,1993-05-28,1821,34117
RENFREW ROAD,聯福道,KC,Kowloon  City,九龍城,1966-07-15,1808,24303
REPULSE BAY ROAD,淺水灣道,S,Southern,南區,1932-10-07,635,11969
REPULSE BAY ROAD,淺水灣道,S,Southern,南區,1961-08-04,1335,22497
RESEARCH ROAD,研發路,N,North,北區,2025-02-28,1271,45716
RHONDDA ROAD,朗德道,KC,Kowloon  City,九龍城,1965-06-25,1572,23918
ROBINSON ROAD,羅便臣道,C&W,Central  &  Western,中西區,1904-01-29,59,1490
ROBINSON ROAD,羅便臣道,C&W,Central  &  Western,中西區,1958-01-03,16,21188
ROCK HILL STREET,石山街,C&W,Central  &  Western,中西區,1920-03-19,157,7384
ROCK HILL STREET,石山街,C&W,Central  &  Western,中西區,1999-03-12,1364,36231
RODNEY STREET,樂禮街,C&W,Central  &  Western,中西區,1980-11-28,3730,29553
ROSE STREET,玫瑰街,SSP,Sham  Shui  Po,深水埗,1964-01-10,77,23386
ROSE WOOD ROAD,紫檀路,YL,Yuen Long,元朗,1984-08-31,2609,30925
ROSE WOOD ROAD,紫檀路,YL,Yuen Long,元朗,1988-03-18,882,32220
ROSMEAD ROAD,樂善美道,C&W,Central  &  Western,中西區,1967-04-07,752,24569
ROUTE TWISK,荃錦公路,TW-YL,Tsuen  Wan / Yuen Long,荃灣 / 元朗,1977-11-25,2860,28454
ROUTE TWISK,荃錦公路,TW-YL,Tsuen  Wan / Yuen Long,荃灣 / 元朗,1981-02-20,572,29637
RUMSEY STREET,林士街,C&W,Central  &  Western,中西區,1958-06-27,865,21363
RUMSEY STREET,林士街,C&W,Central  &  Western,中西區,1970-12-11,2582,25913
RUNWAY ROAD EAST,跑道東路,Is-TM,Islands / Tuen  Mun,離島 / 屯門,2026-05-22,2980,46164
RUNWAY ROAD WEST,跑道西路,Is,Islands,離島,2026-05-22,2980,46164
RUTLAND QUADRANT,律倫街,KC,Kowloon  City,九龍城,1929-08-23,427,10828
SA PO ROAD,沙浦道,KC-WTS,Kowloon  City / Wong Tai Sin,九龍城 / 黃大仙,1926-06-25,342,9673
SA PO ROAD,沙浦道,KC-WTS,Kowloon  City / Wong Tai Sin,九龍城 / 黃大仙,1985-02-19,611,31097
SAI CHEUNG STREET,西祥街,C&W,Central  &  Western,中西區,1959-02-27,315,21608
SAI CHEUNG STREET NORTH,西祥街北,C&W,Central  &  Western,中西區,1999-01-15,235,36175
SAI CHING PATH,西菁徑,YL,Yuen Long,元朗,2017-10-13,7595,43021
SAI CHING STREET,西菁街,YL,Yuen Long,元朗,1981-12-18,3742,29938
SAI CHING STREET,西菁街,YL,Yuen Long,元朗,1984-05-18,1452,30820
SAI CHUEN ROAD,西邨路,SSP,Sham  Shui  Po,深水埗,2001-05-04,2841,37015
SAI HONG LANE,西康里,C&W,Central  &  Western,中西區,1967-07-28,1639,24681
SAI KUNG HOI PONG SQUARE,西貢海傍廣場,SK,Sai  Kung,西貢,1989-10-06,3496,32787
SAI KUNG HOI PONG SQUARE,西貢海傍廣場,SK,Sai  Kung,西貢,1989-10-20,3672,32801
SAI KUNG HOI PONG STREET,西貢海傍街,SK,Sai  Kung,西貢,1976-11-05,2462,28069
SAI KUNG MAIN STREET,西貢正街,SK,Sai  Kung,西貢,1976-11-05,2462,28069
SAI KUNG MAN YEE ROAD,西貢萬宜路,SK,Sai  Kung,西貢,1980-12-24,4050,29579
SAI KUNG RURAL COMMITTEE LANE,西貢鄉事會里,SK,Sai  Kung,西貢,1992-04-10,1271,33704
SAI KUNG RURAL COMMITTEE LANE,西貢鄉事會里,SK,Sai  Kung,西貢,2014-02-14,933,41684
SAI KUNG SAI WAN ROAD,西貢西灣路,SK,Sai  Kung,西貢,1980-12-24,4050,29579
SAI KUNG TAI STREET,西貢大街,SK,Sai  Kung,西貢,1976-11-05,2462,28069
SAI KUNG YEE KUK STREET,西貢醫局街,SK,Sai  Kung,西貢,1976-11-05,2462,28069
SAI KUNG YUEN CHAU STREET,西貢元洲街,SK,Sai  Kung,西貢,2000-10-13,6668,36812
SAI KWO ROAD,世歌路,YL,Yuen Long,元朗,2010-06-18,3609,40347
SAI LAU KOK ROAD,西樓角路,TW,Tsuen  Wan,荃灣,1981-04-16,1146,29692
SAI NING STREET,西寧街,C&W,Central  &  Western,中西區,1983-03-18,874,30393
SAI SEE STREET,西市街,C&W,Central  &  Western,中西區,1971-07-23,1640,26137
SAI SHA ROAD,西沙路,SK-TP-ST,Sai  Kung / Tai  Po / Sha Tin,西貢 / 大埔 / 沙田,1984-02-17,459,30729
SAI SHA ROAD,西沙路,SK-TP-ST,Sai  Kung / Tai  Po / Sha Tin,西貢 / 大埔 / 沙田,1988-10-21,3586,32437
SAI SHA ROAD,西沙路,SK-TP-ST,Sai  Kung / Tai  Po / Sha Tin,西貢 / 大埔 / 沙田,1994-06-03,2047,34488
SAI SHAN ROAD,細山路,K&T,Kwai  Tsing,葵青,1985-03-22,915,31128
SAI STREET,西街,C&W,Central  &  Western,中西區,1909-03-19,184,3366
SAI STREET,西街,C&W,Central  &  Western,中西區,1977-04-15,857,28230
SAI TAI STREET,西堤街,YL,Yuen Long,元朗,1935-02-15,124,12830
SAI TAI STREET,西堤街,YL,Yuen Long,元朗,1977-12-02,2944,28461
SAI TSO WAN ROAD,西草灣路,K&T,Kwai  Tsing,葵青,1983-12-02,3793,30652
SAI TSO WAN ROAD,西草灣路,K&T,Kwai  Tsing,葵青,1991-02-22,648,33291
SAI WAN HO STREET,西灣河街,E,Eastern,東區,1926-06-11,318,9659
SAI YEE STREET,洗衣街,YTM,Yau Tsim Mong,油尖旺,1924-08-29,492,9008
SAI YEUNG CHOI LANE,西洋菜里,SSP,Sham  Shui  Po,深水埗,1969-06-06,1102,25360
SAI YEUNG CHOI STREET NORTH,西洋菜北街,YTM-SSP,Yau Tsim Mong / Sham  Shui  Po,油尖旺 / 深水埗,1979-01-12,111,28867
SAI YEUNG CHOI STREET SOUTH,西洋菜南街,YTM,Yau Tsim Mong,油尖旺,1979-01-12,111,28867
SAI YU PATH,西裕徑,YL,Yuen Long,元朗,2017-11-10,8364,43049
SAI YU STREET,西裕街,YL,Yuen Long,元朗,1981-12-18,3742,29938
SAI YU STREET,西裕街,YL,Yuen Long,元朗,1984-05-18,1452,30820
SAIGON STREET,西貢街,YTM,Yau Tsim Mong,油尖旺,1909-03-19,184,3366
SAIGON STREET,西貢街,YTM,Yau Tsim Mong,油尖旺,1976-03-19,612,27838
SALISBURY ROAD,梳士巴利道,YTM,Yau Tsim Mong,油尖旺,1958-06-27,865,21363
SALISBURY ROAD,梳士巴利道,YTM,Yau Tsim Mong,油尖旺,1978-03-23,727,28572
SALISBURY ROAD,梳士巴利道,YTM,Yau Tsim Mong,油尖旺,1999-07-30,4363,36371
SALVATION ARMY STREET,救世軍街,WC,Wan  Chai,灣仔,1961-07-21,1211,22483
SAM CHUK STREET,三祝街,WTS,Wong Tai Sin,黃大仙,1961-09-08,1577,22532
SAM MUN TSAI ROAD,三門仔路,TP,Tai  Po,大埔,1985-03-22,914,31128
SAM PEI SQUARE,三陂坊,TW,Tsuen  Wan,荃灣,1963-06-21,1134,23183
SAM SHING STREET,三聖街,TM,Tuen  Mun,屯門,1984-11-30,3531,31016
SAM TUNG UK ROAD,三棟屋路,TW,Tsuen  Wan,荃灣,1981-04-16,1146,29692
SAM TUNG UK ROAD,三棟屋路,TW,Tsuen  Wan,荃灣,1990-11-02,3961,33179
SAM WO ROAD,三和路,TP,Tai  Po,大埔,2015-02-13,1690,42048
SAN CHEUNG STREET,新祥街,N,North,北區,1965-02-26,481,23799
SAN FAT STREET,新發街,N,North,北區,1958-06-06,770,21342
SAN FRANCISCO PATH,舊金山徑,KC,Kowloon  City,九龍城,1925-10-09,575,9414
SAN FUI STREET,新灰街,YL,Yuen Long,元朗,1985-09-13,3022,31303
SAN FUK ROAD,新福路,TM,Tuen  Mun,屯門,1990-11-30,4336,33207
SAN FUNG AVENUE,新豐路,N,North,北區,1958-06-06,770,21342
SAN FUNG AVENUE,新豐路,N,North,北區,1982-04-16,1223,30057
SAN HA STREET,新廈街,E,Eastern,東區,1966-07-08,1759,24296
SAN HA STREET,新廈街,E,Eastern,東區,1977-04-15,858,28230
SAN HI TSUEN STREET,新起村街,YL,Yuen Long,元朗,1985-09-13,3022,31303
SAN HING PRAYA STREET,新興海傍街,Is,Islands,離島,2004-09-30,6415,38260
SAN HING ROAD,新慶路,TM,Tuen  Mun,屯門,1993-12-10,4542,34313
SAN HING STREET,新興街,Is,Islands,離島,1983-08-12,2627,30540
SAN HONG STREET,新康街,N,North,北區,1958-06-06,770,21342
SAN HOP LANE,新合里,TM,Tuen  Mun,屯門,1975-08-01,1693,27607
SAN HUI PATH,新墟徑,TM,Tuen  Mun,屯門,1984-11-30,3531,31016
SAN KAI SHI LANE,新街市里,Is,Islands,離島,1985-12-27,4230,31408
SAN KAN STREET,新勤街,N,North,北區,1958-06-06,770,21342
SAN KAN STREET,新勤街,N,North,北區,1986-12-05,4195,31751
SAN KAN STREET,新勤街,N,North,北區,1988-03-31,1055,32233
SAN KIN STREET,新健街,N,North,北區,1958-06-06,770,21342
SAN KUNG STREET,新功街,N,North,北區,1958-06-06,770,21342
SAN KWAI STREET,新葵街,K&T,Kwai  Tsing,葵青,1982-12-24,4036,30309
SAN LAU STREET,新柳街,KC,Kowloon  City,九龍城,1926-06-25,342,9673
SAN LAU STREET,新柳街,KC,Kowloon  City,九龍城,1935-04-26,334,12900
SAN LEE STREET,新利街,KT,Kwun Tong,觀塘,1979-04-20,1001,28965
SAN LIK STREET,新力街,TM,Tuen  Mun,屯門,1975-08-01,1693,27607
SAN LOK STREET,新樂街,N,North,北區,1965-02-26,481,23799
SAN MA TAU STREET,新碼頭街,KC,Kowloon  City,九龍城,1958-09-19,1285,21447
SAN ON STREET,新安街,TM,Tuen  Mun,屯門,1975-08-01,1693,27607
SAN PAK SHE STREET,新北社街,Is,Islands,離島,1985-08-09,2597,31268
SAN PING CIRCUIT,新平街,TM,Tuen  Mun,屯門,1975-08-01,1693,27607
SAN PO STREET,新寶街,N,North,北區,1994-01-28,337,34362
SAN SAU STREET,新秀街,TM,Tuen  Mun,屯門,1989-06-09,1978,32668
SAN SHAM ROAD,新深路,YL,Yuen Long,元朗,1989-07-28,2554,32717
SAN SHAN ROAD,新山道,KC,Kowloon  City,九龍城,1926-02-12,68,9540
SAN SHAN ROAD,新山道,KC,Kowloon  City,九龍城,1926-04-16,202,9603
SAN SHEK WAN NORTH ROAD,散石灣北路,TM,Tuen  Mun,屯門,2006-04-21,2532,38828
SAN SHI STREET,新市街,S,Southern,南區,1932-04-22,245,11801
SAN SHING AVENUE,新成路,N,North,北區,1958-06-06,770,21342
SAN SHUN STREET,新順街,KT,Kwun Tong,觀塘,1979-04-20,1001,28965
SAN SIK ROAD,新錫路,YL,Yuen Long,元朗,1993-12-10,4541,34313
SAN TAK STREET,新德街,TM,Tuen  Mun,屯門,1999-10-15,5989,36448
SAN TAM ROAD,新潭路,YL,Yuen Long,元朗,1993-12-03,4433,34306
SAN TAT LANE,新達里,TM,Tuen  Mun,屯門,1993-02-12,479,34012
SAN TIN HIGHWAY,新田公路,YL,Yuen Long,元朗,1995-01-20,244,34719
SAN TIN INTERCHANGE,新田交匯處,YL,Yuen Long,元朗,1989-07-28,2554,32717
SAN TIN TSUEN ROAD,新田村路,YL,Yuen Long,元朗,1999-09-10,5279,36413
SAN TSING STREET,新青街,TM,Tuen  Mun,屯門,1983-01-28,326,30344
SAN TSING STREET,新青街,TM,Tuen  Mun,屯門,1990-11-02,3963,33179
SAN TSOI STREET,新財街,N,North,北區,1958-06-06,770,21342
SAN TSUEN STREET,新村街,TW,Tsuen  Wan,荃灣,1962-11-23,2378,22973
SAN TSUEN STREET,新村街,TW,Tsuen  Wan,荃灣,2004-12-17,8102,38338
SAN WA ON LANE,新華安里,TP,Tai  Po,大埔,1990-05-04,1618,32997
SAN WAH LANE,新華里,TM,Tuen  Mun,屯門,1989-06-09,1978,32668
SAN WAI STREET,新圍街,KC,Kowloon  City,九龍城,1926-06-25,342,9673
SAN WAI STREET,新圍街,KC,Kowloon  City,九龍城,1976-03-12,580,27831
SAN WAI TSAI ROAD,新圍仔路,TP,Tai  Po,大埔,2001-03-09,1564,36959
SAN WAN LANE,新運里,N,North,北區,1999-02-26,969,36217
SAN WAN ROAD,新運路,N,North,北區,1992-03-06,835,33669
SAN WAN ROAD,新運路,N,North,北區,1992-05-08,1593,33732
SAN WING STREET,新榮街,N,North,北區,1986-05-30,1867,31562
SAN WO LANE,新和里,TM,Tuen  Mun,屯門,1989-06-09,1978,32668
SAN YICK LANE,新益里,TM,Tuen  Mun,屯門,1975-08-01,1693,27607
SANDY BAY ROAD,大口環道,S,Southern,南區,1969-09-05,1765,25451
SAPPHIRE PATH,寶石徑,SK,Sai  Kung,西貢,1983-01-28,324,30344
SASSOON ROAD,沙宣道,S,Southern,南區,1924-04-04,187,8861
SAU CHUK YUEN ROAD,秀竹園道,KC,Kowloon  City,九龍城,1935-03-01,165,12844
SAU FU STREET,壽富街,YL,Yuen Long,元朗,1977-12-02,2944,28461
SAU FU STREET,壽富街,YL,Yuen Long,元朗,1983-06-03,1752,30470
SAU FUNG STREET,秀豐街,KT,Kwun Tong,觀塘,2001-11-30,7498,37225
SAU MAU PING ROAD,秀茂坪道,KT,Kwun Tong,觀塘,1967-03-10,537,24541
SAU MAU PING ROAD,秀茂坪道,KT,Kwun Tong,觀塘,1999-07-23,4196,36364
SAU MING ROAD,秀明道,KT,Kwun Tong,觀塘,1967-03-10,537,24541
SAU NGA ROAD,秀雅道,KT,Kwun Tong,觀塘,1970-01-23,225,25591
SAU YAN PATH,守仁徑,KT,Kwun Tong,觀塘,1967-02-24,428,24527
SCENEWAY ROAD,匯景道,KT,Kwun Tong,觀塘,1992-08-14,2899,33830
SCENIC ROAD,觀景路,Is,Islands,離島,1998-01-02,73,35797
SCENIC VILLA DRIVE,美景徑,S,Southern,南區,1974-10-11,2572,27313
SCHOOL ROAD,學校路,Is,Islands,離島,2011-10-14,6773,40830
SCHOONER STREET,捷船街,WC,Wan  Chai,灣仔,1916-02-05,50,5880
SCIENCE MUSEUM PATH,科學館徑,YTM,Yau Tsim Mong,油尖旺,1985-12-13,4097,31394
SCIENCE MUSEUM ROAD,科學館道,YTM,Yau Tsim Mong,油尖旺,1981-08-21,2511,29819
SCIENCE MUSEUM ROAD,科學館道,YTM,Yau Tsim Mong,油尖旺,1999-07-30,4363,36371
SCIENCE MUSEUM SQUARE,科學館廣場,YTM,Yau Tsim Mong,油尖旺,1985-12-13,4096,31394
SCIENCE PARK EAST AVENUE,科技大道東,TP-ST,Tai  Po / Sha Tin,大埔 / 沙田,2006-10-13,6511,39003
SCIENCE PARK EAST AVENUE,科技大道東,TP-ST,Tai  Po / Sha Tin,大埔 / 沙田,2008-05-09,3111,39577
SCIENCE PARK ROAD,科學園路,ST,Sha Tin,沙田,2002-01-11,251,37267
SCIENCE PARK ROAD,科學園路,ST,Sha Tin,沙田,2006-10-13,6511,39003
SCIENCE PARK ROAD,科學園路,ST,Sha Tin,沙田,2007-06-15,3924,39248
SCIENCE PARK WEST AVENUE,科技大道西,TP-ST,Tai  Po / Sha Tin,大埔 / 沙田,2006-10-13,6511,39003
SCIENCE PARK WEST AVENUE,科技大道西,TP-ST,Tai  Po / Sha Tin,大埔 / 沙田,2008-05-09,3112,39577
SCOUT PATH,童軍徑,YTM,Yau Tsim Mong,油尖旺,1998-12-24,6361,36153
SEA POINT ROAD,海鳴路,Is,Islands,離島,2004-12-17,8104,38338
SEABEE LANE,海蜂徑,Is,Islands,離島,1994-11-18,4386,34656
SEABIRD LANE,海燕徑,Is,Islands,離島,1994-11-18,4386,34656
SEAHORSE LANE,海馬徑,Is,Islands,離島,1994-11-18,4386,34656
SEAVIEW PROMENADE,麗海堤岸路,S,Southern,南區,1984-02-10,412,30722
SECOND SKY STREET,航天城第二街,Is,Islands,離島,2021-09-24,6003,44463
SEE CHEUNG STREET,市場街,SK,Sai  Kung,西貢,1976-11-05,2462,28069
SEE CHEUNG STREET,市場街,SK,Sai  Kung,西貢,1980-02-08,440,29259
SELKIRK ROAD,西谷道,KC,Kowloon  City,九龍城,1951-05-18,522,18766
SERENE AVENUE,海藍徑,Is,Islands,離島,1999-11-05,6832,36469
SERENITY PATH,安寧徑,SK,Sai  Kung,西貢,1991-08-30,3062,33480
SEVERN ROAD,施勳道,C&W,Central  &  Western,中西區,1921-06-17,271,7839
SHA CHAU LEI ROAD,沙洲里路,YL,Yuen Long,元朗,1994-04-15,1352,34439
SHA HA PATH,沙下徑,SK,Sai  Kung,西貢,2016-05-27,3021,42517
SHA HA ROAD,沙下路,SK,Sai  Kung,西貢,2004-12-17,8101,38338
SHA HO ROAD,沙河路,N,North,北區,1987-06-12,1898,31940
SHA KOK MEI ROAD,沙角尾路,SK,Sai  Kung,西貢,1991-05-24,1786,33382
SHA KOK MEI ROAD,沙角尾路,SK,Sai  Kung,西貢,2006-11-24,7495,39045
SHA KOK STREET,沙角街,ST,Sha Tin,沙田,1981-04-03,1022,29679
SHA KOK STREET,沙角街,ST,Sha Tin,沙田,1981-09-18,2794,29847
SHA LAN ROAD,沙欄路,TP,Tai  Po,大埔,1988-04-22,1283,32255
SHA LEK HIGHWAY,沙瀝公路,ST,Sha Tin,沙田,1998-02-27,996,35853
SHA LING ROAD,沙嶺道,N,North,北區,1972-09-15,2306,26557
SHA ON STREET,沙安街,ST,Sha Tin,沙田,1997-12-05,2960,35769
SHA ON STREET,沙安街,ST,Sha Tin,沙田,1999-10-08,5859,36441
SHA PO TSUEN ROAD,沙埔村路,YL,Yuen Long,元朗,1999-06-25,3547,36336
SHA TAU KOK ROAD - LUNG YEUK TAU,沙頭角公路 － 龍躍頭段,N,North,北區,1970-02-13,372,25612
SHA TAU KOK ROAD - LUNG YEUK TAU,沙頭角公路 － 龍躍頭段,N,North,北區,1992-03-06,835,33669
SHA TAU KOK ROAD - MA MEI HA,沙頭角公路 － 馬尾下段,N,North,北區,1970-02-13,372,25612
SHA TAU KOK ROAD - SHEK CHUNG AU,沙頭角公路 － 石涌凹段,N,North,北區,1970-02-13,372,25612
SHA TAU KOK ROAD - WO HANG,沙頭角公路 － 禾坑段,N,North,北區,1970-02-13,372,25612
SHA TIN CENTRE STREET,沙田正街,ST,Sha Tin,沙田,1982-03-12,827,30022
SHA TIN HEIGHTS ROAD,沙田嶺路,ST,Sha Tin,沙田,1983-07-01,2023,30498
SHA TIN ROAD,沙田路,ST,Sha Tin,沙田,1984-11-30,3532,31016
SHA TIN ROAD,沙田路,ST,Sha Tin,沙田,1986-08-15,2820,31639
SHA TIN RURAL COMMITTEE ROAD,沙田鄉事會路,ST,Sha Tin,沙田,1981-04-03,1022,29679
SHA TIN RURAL COMMITTEE ROAD,沙田鄉事會路,ST,Sha Tin,沙田,1984-06-15,1737,30848
SHA TIN RURAL COMMITTEE ROAD,沙田鄉事會路,ST,Sha Tin,沙田,1991-03-15,914,33312
SHA TIN STATION CIRCUIT,沙田車站圍,ST,Sha Tin,沙田,1984-06-15,1737,30848
SHA TIN TAU ROAD,沙田頭路,ST,Sha Tin,沙田,1981-09-18,2794,29847
SHA TIN TAU ROAD,沙田頭路,ST,Sha Tin,沙田,1984-11-30,3532,31016
SHA TIN TAU ROAD,沙田頭路,ST,Sha Tin,沙田,1991-03-15,914,33312
SHA TIN WAI ROAD,沙田圍路,ST,Sha Tin,沙田,1981-09-18,2794,29847
SHA TIN WAI ROAD,沙田圍路,ST,Sha Tin,沙田,1983-07-01,2023,30498
SHA TIN WAI ROAD,沙田圍路,ST,Sha Tin,沙田,1983-08-12,2628,30540
SHA TSENG ROAD,沙井路,YL,Yuen Long,元朗,1987-05-08,1540,31905
SHA TSUI PATH,沙咀街,SK,Sai  Kung,西貢,1973-12-07,3147,27005
SHA TSUI ROAD,沙嘴道,TW,Tsuen  Wan,荃灣,1962-11-23,2378,22973
SHA WAN DRIVE,沙灣徑,S,Southern,南區,1984-06-22,1825,30855
SHAM CHUNG ROAD,深涌路,YL,Yuen Long,元朗,2003-04-25,2850,37736
SHAM CHUNG ROAD,深涌路,YL,Yuen Long,元朗,2006-03-03,1463,38779
SHAM CHUNG TSUEN ROAD,深涌村路,YL,Yuen Long,元朗,1994-12-09,4723,34677
SHAM CHUNG TSUEN ROAD,深涌村路,YL,Yuen Long,元朗,2006-03-03,1462,38779
SHAM FUNG ROAD,深豐路,TW,Tsuen  Wan,荃灣,1998-04-24,1958,35909
SHAM HONG ROAD,深康路,TW,Tsuen  Wan,荃灣,1994-09-09,3385,34586
SHAM MONG ROAD,深旺道,SSP-YTM,Sham  Shui  Po / Yau Tsim Mong,深水埗 / 油尖旺,1998-07-03,3230,35979
SHAM MONG ROAD,深旺道,SSP-YTM,Sham  Shui  Po / Yau Tsim Mong,深水埗 / 油尖旺,2005-06-30,3129,38533
SHAM SHING ROAD,深盛路,SSP,Sham  Shui  Po,深水埗,1999-03-12,1362,36231
SHAM SHUI KOK DRIVE,深水角徑,TW,Tsuen  Wan,荃灣,1998-06-26,3112,35972
SHAM TSENG TSUEN ROAD,深井村路,TW,Tsuen  Wan,荃灣,1989-05-26,1823,32654
SHAM TSZ STREET,深慈街,TW,Tsuen  Wan,荃灣,1979-01-05,44,28860
SHAM TSZ STREET,深慈街,TW,Tsuen  Wan,荃灣,2005-08-19,4059,38583
SHAM WAT ROAD,深屈道,Is,Islands,離島,1970-06-05,1156,25724
SHAM WAT ROAD,深屈道,Is,Islands,離島,1991-03-15,912,33312
SHAN HA ROAD,山下路,YL,Yuen Long,元朗,1982-03-05,755,30015
SHAN HA ROAD,山下路,YL,Yuen Long,元朗,1982-09-17,3000,30211
SHAN KWONG ROAD,山光道,WC,Wan  Chai,灣仔,1930-03-07,138,11024
SHAN KWONG ROAD,山光道,WC,Wan  Chai,灣仔,1953-09-18,1143,19620
SHAN LIU ROAD,山寮路,TP,Tai  Po,大埔,1970-04-03,713,25661
SHAN LIU ROAD,山寮路,TP,Tai  Po,大埔,2009-03-06,1502,39878
SHAN MEI STREET,山尾街,ST,Sha Tin,沙田,1981-06-12,1685,29749
SHAN MING STREET,山明街,S,Southern,南區,1932-04-22,245,11801
SHAN MING STREET,山明街,S,Southern,南區,1932-04-29,255,11808
SHAN NAM ROAD,山南路,TP,Tai  Po,大埔,1997-04-18,1848,35538
SHAN PUI HO EAST ROAD,山貝河東路,YL,Yuen Long,元朗,2001-06-29,3947,37071
SHAN PUI ROAD,山貝路,YL,Yuen Long,元朗,2002-07-26,4596,37463
SHAN PUI ROAD,山貝路,YL,Yuen Long,元朗,2006-09-15,5891,38975
SHAN TONG ROAD,山塘路,TP,Tai  Po,大埔,1992-11-20,4154,33928
SHAN TONG ROAD,山塘路,TP,Tai  Po,大埔,1993-06-18,2101,34138
SHAN TONG ROAD,山塘路,TP,Tai  Po,大埔,1996-09-27,4430,35335
SHAN TSUI VILLAGE ROAD,山咀村路,N,North,北區,1999-03-12,1361,36231
SHAN YIN ROAD,山賢路,TP,Tai  Po,大埔,1997-04-18,1849,35538
SHANGHAI STREET,上海街,YTM,Yau Tsim Mong,油尖旺,1909-03-19,184,3366
SHANSI STREET,山西街,KC,Kowloon  City,九龍城,1935-04-26,334,12900
SHANTUNG STREET,山東街,YTM,Yau Tsim Mong,油尖旺,1909-05-28,323,3436
SHAP PAT HEUNG INTERCHANGE,十八鄉交匯處,YL,Yuen Long,元朗,1994-10-14,3892,34621
SHAP PAT HEUNG ROAD,十八鄉路,YL,Yuen Long,元朗,2006-03-03,1464,38779
SHATIN PASS ROAD,沙田㘭道,WTS,Wong Tai Sin,黃大仙,1957-05-24,730,20964
SHATIN PASS ROAD,沙田㘭道,WTS,Wong Tai Sin,黃大仙,1981-10-23,3160,29882
SHATIN PASS ROAD,沙田㘭道,WTS,Wong Tai Sin,黃大仙,1982-08-27,2759,30190
SHAU KEI WAN MAIN STREET EAST,筲箕灣東大街,E,Eastern,東區,1976-03-12,580,27831
SHAU KEI WAN ROAD,筲箕灣道,E,Eastern,東區,1940-07-26,845,14818
SHAU KEI WAN ROAD,筲箕灣道,E,Eastern,東區,1976-03-12,580,27831
SHE SHAN ROAD,社山路,TP,Tai  Po,大埔,1998-06-19,2979,35965
SHEK CHAN LANE,石棧里,C&W,Central  &  Western,中西區,1967-07-14,1517,24667
SHEK CHAN LANE,石棧里,C&W,Central  &  Western,中西區,1967-12-08,2628,24814
SHEK KIN STREET,石建街,K&T,Kwai  Tsing,葵青,1964-05-29,1346,23526
SHEK KIP MEI STREET,石硤尾街,SSP,Sham  Shui  Po,深水埗,1926-08-13,423,9722
SHEK KIP MEI STREET,石硤尾街,SSP,Sham  Shui  Po,深水埗,1980-04-18,1183,29329
SHEK KOK ROAD,石角路,SK,Sai  Kung,西貢,1990-12-21,4576,33228
SHEK KONG AIRFIELD ROAD,石崗機場路,YL,Yuen Long,元朗,1993-10-22,3876,34264
SHEK KU LUNG ROAD,石鼓壟道,KC,Kowloon  City,九龍城,1926-06-25,342,9673
SHEK KU STREET,石鼓街,KC,Kowloon  City,九龍城,1963-09-27,1893,23281
SHEK KWAI STREET,石貴街,TW,Tsuen  Wan,荃灣,1988-03-31,1054,32233
SHEK LAU TUNG STREET,石榴洞街,ST,Sha Tin,沙田,1981-06-12,1685,29749
SHEK LI STREET,石梨街,K&T,Kwai  Tsing,葵青,1964-05-29,1346,23526
SHEK LIN ROAD,石蓮路,TP,Tai  Po,大埔,1986-06-13,2017,31576
SHEK MAN PATH,石文徑,K&T,Kwai  Tsing,葵青,1974-04-19,1023,27138
SHEK MUN INTERCHANGE,石門交匯處,ST,Sha Tin,沙田,1993-09-24,3503,34236
